"module name","license","repository"
"browserify-cipher@1.0.1","MIT","https://github.com/crypto-browserify/browserify-cipher"
"browserify-des@1.0.2","MIT","https://github.com/crypto-browserify/browserify-des"
"browserify-rsa@4.0.1","MIT","https://github.com/crypto-browserify/browserify-rsa"
"browserify-sign@4.0.4","ISC","https://github.com/crypto-browserify/browserify-sign"
"browserify-zlib@0.2.0","MIT","https://github.com/devongovett/browserify-zlib"
"browserslist@2.11.3","MIT","https://github.com/ai/browserslist"
"browserslist@3.2.6","MIT","https://github.com/browserslist/browserslist"
"bser@2.1.1","Apache-2.0","https://github.com/facebook/watchman"
"btoa@1.2.1","(MIT OR Apache-2.0)","git://git.coolaj86.com/coolaj86/btoa.js"
"buffer-from@1.1.1","MIT","https://github.com/LinusU/buffer-from"
"buffer-indexof@1.1.1","MIT","https://github.com/soldair/node-buffer-indexof"
"buffer-xor@1.0.3","MIT","https://github.com/crypto-browserify/buffer-xor"
"buffer@4.9.1","MIT","https://github.com/feross/buffer"
"builtin-modules@1.1.1","MIT","https://github.com/sindresorhus/builtin-modules"
"builtin-status-codes@3.0.0","MIT","https://github.com/bendrucker/builtin-status-codes"
"bytes@3.0.0","MIT","https://github.com/visionmedia/bytes.js"
"bytes@3.1.0","MIT","https://github.com/visionmedia/bytes.js"
"c3@0.4.22","MIT","https://github.com/c3js/c3"
"cacache@12.0.3","ISC","https://github.com/npm/cacache"
"cache-base@1.0.1","MIT","https://github.com/jonschlinkert/cache-base"
"call-me-maybe@1.0.1","MIT","https://github.com/limulus/call-me-maybe"
"caller-callsite@2.0.0","MIT","https://github.com/sindresorhus/caller-callsite"
"caller-path@0.1.0","MIT","https://github.com/sindresorhus/caller-path"
"caller-path@2.0.0","MIT","https://github.com/sindresorhus/caller-path"
"callsites@0.2.0","MIT","https://github.com/sindresorhus/callsites"
"callsites@2.0.0","MIT","https://github.com/sindresorhus/callsites"
"camel-case@3.0.0","MIT","https://github.com/blakeembrey/camel-case"
"camelcase-keys@2.1.0","MIT","https://github.com/sindresorhus/camelcase-keys"
"camelcase@2.1.1","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@3.0.0","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@4.1.0","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@5.3.1","MIT","https://github.com/sindresorhus/camelcase"
"camelize@1.0.0","MIT","https://github.com/substack/camelize"
"caniuse-lite@1.0.30000812","CC-BY-4.0","https://github.com/ben-eb/caniuse-lite"
"caniuse-lite@1.0.30000851","CC-BY-4.0","https://github.com/ben-eb/caniuse-lite"
"capture-exit@1.2.0","ISC","https://github.com/stefanpenner/capture-exit"
"capture-stack-trace@1.0.0","MIT","https://github.com/floatdrop/capture-stack-trace"
"case-sensitive-paths-webpack-plugin@2.1.1","MIT","https://github.com/Urthen/case-sensitive-paths-webpack-plugin"
"caseless@0.12.0","Apache-2.0","https://github.com/mikeal/caseless"
"chalk@1.1.3","MIT","https://github.com/chalk/chalk"
"chalk@2.3.2","MIT","https://github.com/chalk/chalk"
"chalk@2.4.1","MIT","https://github.com/chalk/chalk"
"chalk@2.4.2","MIT","https://github.com/chalk/chalk"
"chalk@3.0.0","MIT","https://github.com/chalk/chalk"
"chalk@4.1.0","MIT","https://github.com/chalk/chalk"
"change-emitter@0.1.6","MIT","https://github.com/acdlite/change-emitter"
"chardet@0.4.2","MIT","https://github.com/runk/node-chardet"
"cheerio@1.0.0-rc.2","MIT","https://github.com/cheeriojs/cheerio"
"chokidar@2.1.8","MIT","https://github.com/paulmillr/chokidar"
"chownr@1.1.3","ISC","https://github.com/isaacs/chownr"
"chrome-trace-event@1.0.2","MIT","github.com:samccone/chrome-trace-event"
"ci-info@1.1.2","MIT","https://github.com/watson/ci-info"
"ci-info@2.0.0","MIT","https://github.com/watson/ci-info"
"cipher-base@1.0.4","MIT","https://github.com/crypto-browserify/cipher-base"
"circular-json-es6@2.0.2","MIT","https://github.com/yyx990803/circular-json-es6"
"circular-json@0.3.3","MIT","https://github.com/WebReflection/circular-json"
"class-utils@0.3.6","MIT","https://github.com/jonschlinkert/class-utils"
"classnames@2.2.5","MIT","https://github.com/JedWatson/classnames"
"classnames@2.2.6","MIT","https://github.com/JedWatson/classnames"
"clean-css@4.1.11","MIT","https://github.com/jakubpawlowicz/clean-css"
"cli-boxes@1.0.0","MIT","https://github.com/sindresorhus/cli-boxes"
"cli-cursor@1.0.2","MIT","https://github.com/sindresorhus/cli-cursor"
"cli-cursor@2.1.0","MIT","https://github.com/sindresorhus/cli-cursor"
"cli-width@2.2.0","ISC","https://github.com/knownasilya/cli-width"
"cliui@3.2.0","ISC","https://github.com/yargs/cliui"
"cliui@4.1.0","ISC","https://github.com/yargs/cliui"
"cliui@5.0.0","ISC","https://github.com/yargs/cliui"
"clone-deep@4.0.1","MIT","https://github.com/jonschlinkert/clone-deep"
"co@4.6.0","MIT","https://github.com/tj/co"
"code-point-at@1.1.0","MIT","https://github.com/sindresorhus/code-point-at"
"codemirror@5.36.0","MIT","https://github.com/codemirror/CodeMirror"
"collection-visit@1.0.0","MIT","https://github.com/jonschlinkert/collection-visit"
"color-convert@1.9.1","MIT","https://github.com/Qix-/color-convert"
"color-convert@2.0.1","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.3","MIT","https://github.com/dfcreative/color-name"
"color-name@1.1.4","MIT","https://github.com/colorjs/color-name"
"colors@0.5.1","Custom: http://i.imgur.com/goJdO.png","https://github.com/Marak/colors.js"
"combined-stream@1.0.6","MIT","https://github.com/felixge/node-combined-stream"
"command-line-args@5.0.2","MIT","https://github.com/75lb/command-line-args"
"commander@2.13.0","MIT","https://github.com/tj/commander.js"
"commander@2.14.1","MIT","https://github.com/tj/commander.js"
"commander@2.15.1","MIT","https://github.com/tj/commander.js"
"commander@2.20.3","MIT","https://github.com/tj/commander.js"
"commander@3.0.2","MIT","https://github.com/tj/commander.js"
"commondir@1.0.1","MIT","https://github.com/substack/node-commondir"
"component-emitter@1.2.1","MIT","https://github.com/component/emitter"
"compressible@2.0.17","MIT","https://github.com/jshttp/compressible"
"compression@1.7.4","MIT","https://github.com/expressjs/compression"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"concat-stream@1.6.0","MIT","https://github.com/maxogden/concat-stream"
"configstore@3.1.2","BSD-2-Clause","https://github.com/yeoman/configstore"
"connect-history-api-fallback@1.6.0","MIT","https://github.com/bripkens/connect-history-api-fallback"
"console-browserify@1.2.0","MIT","https://github.com/browserify/console-browserify"
"console-control-strings@1.1.0","ISC","https://github.com/iarna/console-control-strings"
"constants-browserify@1.0.0","MIT","https://github.com/juliangruber/constants-browserify"
"contains-path@0.1.0","MIT","https://github.com/jonschlinkert/contains-path"
"content-disposition@0.5.3","MIT","https://github.com/jshttp/content-disposition"
"content-type@1.0.4","MIT","https://github.com/jshttp/content-type"
"convert-source-map@1.5.1","MIT","https://github.com/thlorenz/convert-source-map"
"convert-source-map@1.7.0","MIT","https://github.com/thlorenz/convert-source-map"
"cookie-signature@1.0.6","MIT","https://github.com/visionmedia/node-cookie-signature"
"cookie@0.4.0","MIT","https://github.com/jshttp/cookie"
"copy-concurrently@1.0.5","ISC","https://github.com/npm/copy-concurrently"
"copy-descriptor@0.1.1","MIT","https://github.com/jonschlinkert/copy-descriptor"
"core-js-pure@3.7.0","MIT","https://github.com/zloirock/core-js"
"core-js@1.2.7","MIT","https://github.com/zloirock/core-js"
"core-js@2.6.9","MIT","https://github.com/zloirock/core-js"
"core-util-is@1.0.2","MIT","https://github.com/isaacs/core-util-is"
"cosmiconfig@2.2.2","MIT","https://github.com/davidtheclark/cosmiconfig"
"cosmiconfig@5.2.1","MIT","https://github.com/davidtheclark/cosmiconfig"
"create-ecdh@4.0.3","MIT","https://github.com/crypto-browserify/createECDH"
"create-error-class@3.0.2","MIT","https://github.com/floatdrop/create-error-class"
"create-hash@1.2.0","MIT","https://github.com/crypto-browserify/createHash"
"create-hmac@1.1.7","MIT","https://github.com/crypto-browserify/createHmac"
"cross-spawn@3.0.1","MIT","https://github.com/IndigoUnited/node-cross-spawn"
"cross-spawn@5.1.0","MIT","https://github.com/IndigoUnited/node-cross-spawn"
"cross-spawn@6.0.5","MIT","https://github.com/moxystudio/node-cross-spawn"
"crypto-browserify@3.12.0","MIT","https://github.com/crypto-browserify/crypto-browserify"
"crypto-random-string@1.0.0","MIT","https://github.com/sindresorhus/crypto-random-string"
"css-color-keywords@1.0.0","ISC","https://github.com/sonicdoe/css-color-keywords"
"css-element-queries@1.0.2","MIT","https://github.com/marcj/css-element-queries"
"css-loader@1.0.1","MIT","https://github.com/webpack-contrib/css-loader"
"css-select@1.2.0","BSD*","https://github.com/fb55/css-select"
"css-selector-tokenizer@0.7.1","MIT","https://github.com/css-modules/css-selector-tokenizer"
"css-to-react-native@2.3.2","MIT","https://github.com/styled-components/css-to-react-native"
"css-what@2.1.0","BSD*","https://github.com/fb55/css-what"
"css.escape@1.5.1","MIT","https://github.com/mathiasbynens/CSS.escape"
"css@3.0.0","MIT","https://github.com/reworkcss/css"
"cssesc@0.1.0","MIT","https://github.com/mathiasbynens/cssesc"
"cssom@0.3.2","MIT","https://github.com/NV/CSSOM"
"cssstyle@1.4.0","MIT","https://github.com/jsakas/CSSStyleDeclaration"
"csstype@2.6.7","MIT","https://github.com/frenic/csstype"
"currently-unhandled@0.4.1","MIT","https://github.com/jamestalmage/currently-unhandled"
"cyclist@1.0.1","MIT","https://github.com/mafintosh/cyclist"
"d3@3.5.17","BSD-3-Clause","https://github.com/mbostock/d3"
"d@1.0.1","ISC","https://github.com/medikoo/d"
"damerau-levenshtein@1.0.4","BSD-2-Clause","https://github.com/lzrski/node-damerau-levenshtein"
"dashdash@1.14.1","MIT","https://github.com/trentm/node-dashdash"
"data-urls@1.0.0","MIT","https://github.com/jsdom/data-urls"
"datatables.net-bs@1.10.20","MIT","https://github.com/DataTables/Dist-DataTables-Bootstrap"
"datatables.net-colreorder-bs@1.3.3","MIT","https://github.com/DataTables/Dist-DataTables-ColReorder-Bootstrap"
"datatables.net-colreorder@1.5.2","MIT","https://github.com/DataTables/Dist-DataTables-ColReorder"
"datatables.net-select@1.2.7","MIT","https://github.com/DataTables/Dist-DataTables-Select"
"datatables.net@1.10.20","MIT","https://github.com/DataTables/Dist-DataTables"
"debug@2.6.9","MIT","https://github.com/visionmedia/debug"
"debug@3.2.6","MIT","https://github.com/visionmedia/debug"
"debug@3.2.7","MIT","https://github.com/visionmedia/debug"
"debug@4.1.1","MIT","https://github.com/visionmedia/debug"
"debuglog@1.0.1","MIT","https://github.com/sam-github/node-debuglog"
"decamelize@1.2.0","MIT","https://github.com/sindresorhus/decamelize"
"decode-uri-component@0.2.0","MIT","https://github.com/SamVerschueren/decode-uri-component"
"deep-equal-ident@1.1.1","MIT","https://github.com/fkling/deep-equal-ident"
"deep-equal@1.1.0","MIT","https://github.com/substack/node-deep-equal"
"deep-extend@0.6.0","MIT","https://github.com/unclechu/node-deep-extend"
"deep-is@0.1.3","MIT","https://github.com/thlorenz/deep-is"
"default-gateway@4.2.0","BSD-2-Clause","https://github.com/silverwind/default-gateway"
"default-require-extensions@1.0.0","MIT","https://github.com/jamestalmage/default-require-extensions"
"define-properties@1.1.2","MIT","https://github.com/ljharb/define-properties"
"define-properties@1.1.3","MIT","https://github.com/ljharb/define-properties"
"define-property@0.2.5","MIT","https://github.com/jonschlinkert/define-property"
"define-property@1.0.0","MIT","https://github.com/jonschlinkert/define-property"
"define-property@2.0.2","MIT","https://github.com/jonschlinkert/define-property"
"del@3.0.0","MIT","https://github.com/sindresorhus/del"
"del@4.1.1","MIT","https://github.com/sindresorhus/del"
"delayed-stream@1.0.0","MIT","https://github.com/felixge/node-delayed-stream"
"delegates@1.0.0","MIT","https://github.com/visionmedia/node-delegates"
"depd@1.1.2","MIT","https://github.com/dougwilson/nodejs-depd"
"des.js@1.0.0","MIT","https://github.com/indutny/des.js"
"destroy@1.0.4","MIT","https://github.com/stream-utils/destroy"
"detect-file@1.0.0","MIT","https://github.com/doowb/detect-file"
"detect-indent@4.0.0","MIT","https://github.com/sindresorhus/detect-indent"
"detect-libc@1.0.3","Apache-2.0","https://github.com/lovell/detect-libc"
"detect-newline@2.1.0","MIT","https://github.com/sindresorhus/detect-newline"
"detect-node-es@1.0.0","ISC","https://github.com/thekashey/detect-node"
"detect-node@2.0.4","ISC","https://github.com/iliakan/detect-node"
"detect-port-alt@1.1.6","MIT","https://github.com/node-modules/detect-port"
"dezalgo@1.0.3","ISC","https://github.com/npm/dezalgo"
"diff-sequences@26.6.2","MIT","https://github.com/facebook/jest"
"diff@3.5.0","BSD-3-Clause","https://github.com/kpdecker/jsdiff"
"diffie-hellman@5.0.3","MIT","https://github.com/crypto-browserify/diffie-hellman"
"dir-glob@2.0.0","MIT","https://github.com/kevva/dir-glob"
"discontinuous-range@1.0.0","MIT","https://github.com/dtudury/discontinuous-range"
"dnd-core@9.4.0","MIT","https://github.com/react-dnd/react-dnd"
"dns-equal@1.0.0","MIT","https://github.com/watson/dns-equal"
"dns-packet@1.3.1","MIT","https://github.com/mafintosh/dns-packet"
"dns-txt@2.0.2","MIT","https://github.com/watson/dns-txt"
"docopt@0.6.2","MIT","https://github.com/scarnie/docopt.coffee"
"doctrine@1.5.0","BSD","https://github.com/eslint/doctrine"
"doctrine@2.1.0","Apache-2.0","https://github.com/eslint/doctrine"
"dom-accessibility-api@0.5.4","MIT","https://github.com/eps1lon/dom-accessibility-api"
"dom-converter@0.1.4","MIT","https://github.com/AriaMinaei/dom-converter"
"dom-helpers@3.4.0","MIT","https://github.com/jquense/dom-helpers"
"dom-serializer@0.1.0","MIT","https://github.com/cheeriojs/dom-renderer"
"dom-urls@1.1.0","MIT","https://github.com/passy/node-dom-urls"
"domain-browser@1.2.0","MIT","https://github.com/bevry/domain-browser"
"domelementtype@1.1.3","BSD*","https://github.com/FB55/domelementtype"
"domelementtype@1.3.0","BSD*","https://github.com/FB55/domelementtype"
"domexception@1.0.1","MIT","https://github.com/jsdom/domexception"
"domhandler@2.1.0","BSD*","https://github.com/fb55/domhandler"
"domhandler@2.4.1","BSD-2-Clause","https://github.com/fb55/DomHandler"
"domutils@1.1.6","BSD*","https://github.com/FB55/domutils"
"domutils@1.5.1","BSD*","https://github.com/FB55/domutils"
"dot-prop@4.2.0","MIT","https://github.com/sindresorhus/dot-prop"
"dotenv-expand@4.2.0","BSD-2-Clause",""
"dotenv@4.0.0","BSD-2-Clause","https://github.com/motdotla/dotenv"
"drmonty-datatables-colvis@1.1.2","Custom: http://github.com/DataTables/ColVis","https://github.com/drmonty/datatables-colvis"
"duplexer3@0.1.4","BSD-3-Clause","https://github.com/floatdrop/duplexer3"
"duplexer@0.1.1","MIT","https://github.com/Raynos/duplexer"
"duplexify@3.7.1","MIT","https://github.com/mafintosh/duplexify"
"duplicate-package-checker-webpack-plugin@3.0.0","MIT","https://github.com/darrenscerri/duplicate-package-checker-webpack-plugin"
"ecc-jsbn@0.1.1","MIT","https://github.com/quartzjer/ecc-jsbn"
"ee-first@1.1.1","MIT","https://github.com/jonathanong/ee-first"
"ejs@2.7.4","Apache-2.0","https://github.com/mde/ejs"
"electron-to-chromium@1.3.34","ISC","https://github.com/kilian/electron-to-chromium"
"electron-to-chromium@1.3.48","ISC","https://github.com/kilian/electron-to-chromium"
"elliptic@6.5.1","MIT","https://github.com/indutny/elliptic"
"emoji-regex@6.5.1","MIT","https://github.com/mathiasbynens/emoji-regex"
"emoji-regex@7.0.3","MIT","https://github.com/mathiasbynens/emoji-regex"
"emojis-list@2.1.0","MIT","https://github.com/kikobeats/emojis-list"
"encodeurl@1.0.2","MIT","https://github.com/pillarjs/encodeurl"
"encoding@0.1.12","MIT","https://github.com/andris9/encoding"
"end-of-stream@1.4.4","MIT","https://github.com/mafintosh/end-of-stream"
"enhanced-resolve@4.0.0","MIT","https://github.com/webpack/enhanced-resolve"
"enhanced-resolve@4.1.0","MIT","https://github.com/webpack/enhanced-resolve"
"enhanced-resolve@4.1.1","MIT","https://github.com/webpack/enhanced-resolve"
"entities@1.1.1","BSD*","https://github.com/fb55/node-entities"
"enzyme-adapter-react-16@1.14.0","MIT","https://github.com/airbnb/enzyme"
"enzyme-adapter-utils@1.12.0","MIT","https://github.com/airbnb/enzyme"
"enzyme-matchers@6.0.0","MIT","https://github.com/FormidableLabs/enzyme-matchers"
"enzyme-redux@0.1.7","MIT","https://github.com/Knegusen/enzyme-redux"
"enzyme-to-json@3.3.3","MIT","https://github.com/adriantoine/enzyme-to-json"
"enzyme@3.3.0","MIT","https://github.com/airbnb/enzyme"
"eonasdan-bootstrap-datetimepicker@4.17.47","MIT","https://github.com/eonasdan/bootstrap-datetimepicker"
"errno@0.1.7","MIT","https://github.com/rvagg/node-errno"
"error-ex@1.3.1","MIT","https://github.com/qix-/node-error-ex"
"es-abstract@1.10.0","MIT","https://github.com/ljharb/es-abstract"
"es-abstract@1.13.0","MIT","https://github.com/ljharb/es-abstract"
"es-to-primitive@1.1.1","MIT","https://github.com/ljharb/es-to-primitive"
"es-to-primitive@1.2.0","MIT","https://github.com/ljharb/es-to-primitive"
"es5-ext@0.10.52","ISC","https://github.com/medikoo/es5-ext"
"es6-error@4.1.1","MIT","https://github.com/bjyoungblood/es6-error"
"es6-iterator@2.0.3","MIT","https://github.com/medikoo/es6-iterator"
"es6-map@0.1.5","MIT","https://github.com/medikoo/es6-map"
"es6-promise@4.2.4","MIT","https://github.com/stefanpenner/es6-promise"
"es6-set@0.1.5","MIT","https://github.com/medikoo/es6-set"
"es6-symbol@3.1.1","MIT","https://github.com/medikoo/es6-symbol"
"es6-symbol@3.1.3","ISC","https://github.com/medikoo/es6-symbol"
"es6-weak-map@2.0.3","ISC","https://github.com/medikoo/es6-weak-map"
"escape-html@1.0.3","MIT","https://github.com/component/escape-html"
"escape-string-regexp@1.0.5","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escodegen@1.9.1","BSD-2-Clause","https://github.com/estools/escodegen"
"escope@3.6.0","BSD-2-Clause","https://github.com/estools/escope"
"eslint-config-airbnb-base@12.1.0","MIT","https://github.com/airbnb/javascript"
"eslint-config-airbnb@16.1.0","MIT","https://github.com/airbnb/javascript"
"eslint-config-react-app@2.1.0","MIT","https://github.com/facebookincubator/create-react-app"
"eslint-import-resolver-node@0.3.2","MIT","https://github.com/benmosher/eslint-plugin-import"
"eslint-loader@2.2.1","MIT","https://github.com/webpack-contrib/eslint-loader"
"eslint-module-utils@2.1.1","MIT","https://github.com/benmosher/eslint-plugin-import"
"eslint-plugin-flowtype@2.39.1","BSD-3-Clause","https://github.com/gajus/eslint-plugin-flowtype"
"eslint-plugin-import@2.9.0","MIT","https://github.com/benmosher/eslint-plugin-import"
"eslint-plugin-jsx-a11y@6.0.3","MIT","https://github.com/evcohen/eslint-plugin-jsx-a11y"
"eslint-plugin-react-hooks@2.3.0","MIT","https://github.com/facebook/react"
"eslint-plugin-react@7.7.0","MIT","https://github.com/yannickcr/eslint-plugin-react"
"eslint-restricted-globals@0.1.1","MIT","https://github.com/doshisid/eslint-restricted-globals"
"eslint-scope@3.7.1","BSD-2-Clause","https://github.com/eslint/eslint-scope"
"eslint-scope@3.7.3","BSD-2-Clause","https://github.com/eslint/eslint-scope"
"eslint-scope@4.0.3","BSD-2-Clause","https://github.com/eslint/eslint-scope"
"eslint-visitor-keys@1.0.0","Apache-2.0","https://github.com/eslint/eslint-visitor-keys"
"eslint@2.13.1","MIT","https://github.com/eslint/eslint"
"eslint@4.19.1","MIT","https://github.com/eslint/eslint"
"espree@3.5.4","BSD-2-Clause","https://github.com/eslint/espree"
"esprima@3.1.3","BSD-2-Clause","https://github.com/jquery/esprima"
"esprima@4.0.1","BSD-2-Clause","https://github.com/jquery/esprima"
"esquery@1.0.1","BSD-3-Clause","https://github.com/jrfeenst/esquery"
"esrecurse@4.2.0","BSD-2-Clause","https://github.com/estools/esrecurse"
"estraverse@4.2.0","BSD-2-Clause","https://github.com/estools/estraverse"
"esutils@2.0.2","BSD","https://github.com/estools/esutils"
"etag@1.8.1","MIT","https://github.com/jshttp/etag"
"event-emitter@0.3.5","MIT","https://github.com/medikoo/event-emitter"
"eventemitter3@4.0.0","MIT","https://github.com/primus/eventemitter3"
"events@3.0.0","MIT","https://github.com/Gozala/events"
"eventsource@0.1.6","MIT","https://github.com/aslakhellesoy/eventsource-node"
"eventsource@1.0.7","MIT","https://github.com/EventSource/eventsource"
"evp_bytestokey@1.0.3","MIT","https://github.com/crypto-browserify/EVP_BytesToKey"
"exec-sh@0.2.2","MIT","https://github.com/tsertkov/exec-sh"
"execa@0.7.0","MIT","https://github.com/sindresorhus/execa"
"execa@1.0.0","MIT","https://github.com/sindresorhus/execa"
"exit-hook@1.1.1","MIT","https://github.com/sindresorhus/exit-hook"
"exit@0.1.2","MIT","https://github.com/cowboy/node-exit"
"expand-brackets@0.1.5","MIT","https://github.com/jonschlinkert/expand-brackets"
"expand-brackets@2.1.4","MIT","https://github.com/jonschlinkert/expand-brackets"
"expand-range@1.8.2","MIT","https://github.com/jonschlinkert/expand-range"
"expand-tilde@2.0.2","MIT","https://github.com/jonschlinkert/expand-tilde"
"expect@23.6.0","MIT","https://github.com/facebook/jest"
"express@4.17.1","MIT","https://github.com/expressjs/express"
"ext@1.1.2","ISC","https://github.com/medikoo/ext"
"extend-shallow@2.0.1","MIT","https://github.com/jonschlinkert/extend-shallow"
"extend-shallow@3.0.2","MIT","https://github.com/jonschlinkert/extend-shallow"
"extend@3.0.2","MIT","https://github.com/justmoon/node-extend"
"external-editor@2.1.0","MIT","https://github.com/mrkmg/node-external-editor"
"extglob@0.3.2","MIT","https://github.com/jonschlinkert/extglob"
"extglob@2.0.4","MIT","https://github.com/micromatch/extglob"
"extsprintf@1.3.0","MIT","https://github.com/davepacheco/node-extsprintf"
"fast-deep-equal@1.1.0","MIT","https://github.com/epoberezkin/fast-deep-equal"
"fast-deep-equal@2.0.1","MIT","https://github.com/epoberezkin/fast-deep-equal"
"fast-glob@2.2.2","MIT","https://github.com/mrmlnc/fast-glob"
"fast-json-stable-stringify@2.0.0","MIT","https://github.com/epoberezkin/fast-json-stable-stringify"
"fast-levenshtein@2.0.6","MIT","https://github.com/hiddentao/fast-levenshtein"
"fastparse@1.1.2","MIT","https://github.com/webpack/fastparse"
"faye-websocket@0.10.0","MIT","https://github.com/faye/faye-websocket-node"
"faye-websocket@0.11.1","MIT","https://github.com/faye/faye-websocket-node"
"fb-watchman@2.0.0","Apache-2.0","https://github.com/facebook/watchman"
"fbjs@0.8.16","MIT","https://github.com/facebook/fbjs"
"figgy-pudding@3.5.1","ISC","https://github.com/zkat/figgy-pudding"
"figures@1.7.0","MIT","https://github.com/sindresorhus/figures"
"figures@2.0.0","MIT","https://github.com/sindresorhus/figures"
"file-entry-cache@1.3.1","MIT","https://github.com/royriojas/file-entry-cache"
"file-entry-cache@2.0.0","MIT","https://github.com/royriojas/file-entry-cache"
"file-loader@1.1.11","MIT","https://github.com/webpack/file-loader"
"filename-regex@2.0.1","MIT","https://github.com/regexhq/filename-regex"
"fileset@2.0.3","MIT","https://github.com/mklabs/node-fileset"
"filesize@3.6.1","BSD-3-Clause","https://github.com/avoidwork/filesize.js"
"fill-range@2.2.4","MIT","https://github.com/jonschlinkert/fill-range"
"fill-range@4.0.0","MIT","https://github.com/jonschlinkert/fill-range"
"finalhandler@1.1.2","MIT","https://github.com/pillarjs/finalhandler"
"find-cache-dir@0.1.1","MIT","https://github.com/jamestalmage/find-cache-dir"
"find-cache-dir@1.0.0","MIT","https://github.com/avajs/find-cache-dir"
"find-cache-dir@2.1.0","MIT","https://github.com/avajs/find-cache-dir"
"find-file-up@1.0.2","MIT","https://github.com/jonschlinkert/find-file-up"
"find-pkg@1.0.0","MIT","https://github.com/jonschlinkert/find-pkg"
"find-replace@2.0.1","MIT","https://github.com/75lb/find-replace"
"find-root@1.1.0","MIT","https://github.com/js-n/find-root"
"find-up@1.1.2","MIT","https://github.com/sindresorhus/find-up"
"find-up@2.1.0","MIT","https://github.com/sindresorhus/find-up"
"find-up@3.0.0","MIT","https://github.com/sindresorhus/find-up"
"findup-sync@3.0.0","MIT","https://github.com/gulpjs/findup-sync"
"flat-cache@1.3.4","MIT","https://github.com/royriojas/flat-cache"
"flat@4.1.0","BSD-3-Clause","https://github.com/hughsk/flat"
"flush-write-stream@1.1.1","MIT","https://github.com/mafintosh/flush-write-stream"
"flux-standard-action@2.0.1","MIT","https://github.com/acdlite/flux-standard-action"
"focus-lock@0.6.8","MIT","https://github.com/theKashey/focus-lock"
"focus-outline-manager@1.0.2","BSD-3-Clause","https://github.com/vladimirsiljkovic/focus-outline-manager"
"follow-redirects@1.9.0","MIT","https://github.com/follow-redirects/follow-redirects"
"font-awesome-sass@4.7.0","MIT","https://github.com/FortAwesome/font-awesome-sass"
"font-awesome@4.7.0","(OFL-1.1 AND MIT)","https://github.com/FortAwesome/Font-Awesome"
"for-in@1.0.2","MIT","https://github.com/jonschlinkert/for-in"
"for-own@0.1.5","MIT","https://github.com/jonschlinkert/for-own"
"foreach@2.0.5","MIT","https://github.com/manuelstofer/foreach"
"forever-agent@0.6.1","Apache-2.0","https://github.com/mikeal/forever-agent"
"form-data@2.3.2","MIT","https://github.com/form-data/form-data"
"forwarded@0.1.2","MIT","https://github.com/jshttp/forwarded"
"fragment-cache@0.2.1","MIT","https://github.com/jonschlinkert/fragment-cache"
"fresh@0.5.2","MIT","https://github.com/jshttp/fresh"
"from2@2.3.0","MIT","https://github.com/hughsk/from2"
"front-matter@2.1.2","MIT","https://github.com/jxson/front-matter"
"fs-extra@0.30.0","MIT","https://github.com/jprichardson/node-fs-extra"
"fs-extra@3.0.1","MIT","https://github.com/jprichardson/node-fs-extra"
"fs-extra@7.0.1","MIT","https://github.com/jprichardson/node-fs-extra"
"fs-minipass@1.2.7","ISC","https://github.com/npm/fs-minipass"
"fs-write-stream-atomic@1.0.10","ISC","https://github.com/npm/fs-write-stream-atomic"
"fs.realpath@1.0.0","ISC","https://github.com/isaacs/fs.realpath"
"fsevents@1.2.9","MIT","https://github.com/strongloop/fsevents"
"fstream@1.0.12","ISC","https://github.com/npm/fstream"
"function-bind@1.1.1","MIT","https://github.com/Raynos/function-bind"
"function.prototype.name@1.1.0","MIT","https://github.com/ljharb/function.prototype.name"
"function.prototype.name@1.1.1","MIT","https://github.com/es-shims/function.prototype.name"
"functional-red-black-tree@1.0.1","MIT","https://github.com/mikolalysenko/functional-red-black-tree"
"functions-have-names@1.1.1","MIT","https://github.com/ljharb/functions-have-names"
"gauge@2.7.4","ISC","https://github.com/iarna/gauge"
"gaze@1.1.3","MIT","https://github.com/shama/gaze"
"generate-function@2.3.1","MIT","https://github.com/mafintosh/generate-function"
"generate-object-property@1.2.0","MIT","https://github.com/mafintosh/generate-object-property"
"get-caller-file@1.0.2","ISC","https://github.com/stefanpenner/get-caller-file"
"get-caller-file@2.0.5","ISC","https://github.com/stefanpenner/get-caller-file"
"get-stdin@4.0.1","MIT","https://github.com/sindresorhus/get-stdin"
"get-stdin@6.0.0","MIT","https://github.com/sindresorhus/get-stdin"
"get-stream@3.0.0","MIT","https://github.com/sindresorhus/get-stream"
"get-stream@4.1.0","MIT","https://github.com/sindresorhus/get-stream"
"get-value@2.0.6","MIT","https://github.com/jonschlinkert/get-value"
"getpass@0.1.7","MIT","https://github.com/arekinath/node-getpass"
"glob-base@0.3.0","MIT","https://github.com/jonschlinkert/glob-base"
"glob-parent@2.0.0","ISC","https://github.com/es128/glob-parent"
"glob-parent@3.1.0","ISC","https://github.com/es128/glob-parent"
